20161002 182400;1.123620;1.123620;1.123560;1.123560;0
20161002 182500;1.123550;1.123650;1.123550;1.123650;0
20161002 182600;1.123760;1.124100;1.123740;1.123760;0
20161002 182700;1.123730;1.123730;1.123500;1.123500;0
20161002 182800;1.123470;1.123680;1.123450;1.123660;0
20161002 182900;1.123660;1.123760;1.123660;1.123760;0
20161002 183000;1.123760;1.123760;1.123760;1.123760;0
20161002 183100;1.123760;1.123760;1.123720;1.123720;0
20161002 183200;1.123710;1.123710;1.123670;1.123700;0
20161002 183300;1.123700;1.123700;1.123650;1.123650;0
20161002 183400;1.123660;1.123700;1.123660;1.123700;0
20161002 183500;1.123700;1.123710;1.123690;1.123690;0
20161002 183600;1.123670;1.123670;1.123560;1.123580;0
20161002 183700;1.123580;1.123580;1.123460;1.123490;0
20161002 183800;1.123480;1.123670;1.123480;1.123620;0
20161002 183900;1.123620;1.123620;1.123550;1.123550;0
20161002 184000;1.123550;1.123570;1.123530;1.123550;0
20161002 184100;1.123610;1.123670;1.123610;1.123670;0
20161002 184200;1.123640;1.123710;1.123640;1.123670;0
20161002 184300;1.123770;1.123770;1.123740;1.123770;0
20161002 184400;1.123750;1.123770;1.123690;1.123690;0
20161002 184500;1.123720;1.123820;1.123720;1.123820;0
20161002 184600;1.123870;1.123870;1.123820;1.123870;0
20161002 184700;1.123870;1.123920;1.123860;1.123860;0
20161002 184800;1.123870;1.123870;1.123460;1.123540;0
20161002 184900;1.123540;1.123620;1.123410;1.123440;0
20161002 185000;1.123470;1.123470;1.123410;1.123410;0
20161002 185100;1.123410;1.123410;1.123360;1.123360;0
20161002 185200;1.123370;1.123480;1.123370;1.123430;0
20161002 185300;1.123430;1.123450;1.123400;1.123400;0
20161002 185400;1.123380;1.123380;1.123360;1.123380;0
20161002 185500;1.123390;1.123420;1.123380;1.123400;0
20161002 185600;1.123470;1.123470;1.123400;1.123420;0
20161002 185700;1.123430;1.123440;1.123410;1.123420;0
20161002 185800;1.123410;1.123410;1.123360;1.123380;0
20161002 185900;1.123390;1.123620;1.123390;1.123520;0
20161002 190000;1.123520;1.123670;1.123520;1.123630;0
20161002 190100;1.123680;1.123680;1.123630;1.123630;0
20161002 190200;1.123640;1.123740;1.123290;1.123290;0
20161002 190300;1.123330;1.123430;1.123290;1.123330;0
20161002 190400;1.123290;1.123290;1.123250;1.123280;0
20161002 190500;1.123280;1.123300;1.123270;1.123300;0
20161002 190600;1.123300;1.123360;1.123300;1.123350;0
20161002 190700;1.123360;1.123360;1.123350;1.123360;0
20161002 190800;1.123360;1.123430;1.123350;1.123410;0
20161002 190900;1.123410;1.123410;1.123340;1.123370;0
20161002 191000;1.123370;1.123370;1.123340;1.123350;0
20161002 191100;1.123340;1.123360;1.123340;1.123350;0
20161002 191200;1.123340;1.123430;1.123340;1.123430;0
20161002 191300;1.123430;1.123580;1.123430;1.123530;0
20161002 191400;1.123560;1.123660;1.123540;1.123560;0
20161002 191500;1.123560;1.123570;1.123420;1.123420;0
20161002 191600;1.123420;1.123440;1.123420;1.123430;0
20161002 191700;1.123420;1.123450;1.123420;1.123450;0
20161002 191800;1.123440;1.123440;1.123340;1.123400;0
20161002 191900;1.123400;1.123420;1.123400;1.123420;0
20161002 192000;1.123420;1.123440;1.123380;1.123430;0
20161002 192100;1.123410;1.123410;1.123330;1.123330;0
20161002 192200;1.123330;1.123330;1.123310;1.123330;0
20161002 192300;1.123330;1.123330;1.123220;1.123220;0
20161002 192400;1.123220;1.123330;1.123220;1.123300;0
20161002 192500;1.123300;1.123430;1.123300;1.123410;0
20161002 192600;1.123410;1.123420;1.123410;1.123420;0
20161002 192700;1.123430;1.123430;1.123420;1.123420;0
20161002 192800;1.123410;1.123430;1.123380;1.123420;0
20161002 192900;1.123370;1.123400;1.123360;1.123380;0
20161002 193000;1.123380;1.123520;1.123370;1.123520;0
20161002 193100;1.123570;1.123590;1.123400;1.123410;0
20161002 193200;1.123420;1.123510;1.123420;1.123440;0
20161002 193300;1.123430;1.123430;1.123310;1.123310;0
20161002 193400;1.123320;1.123340;1.123310;1.123320;0
20161002 193500;1.123320;1.123320;1.123080;1.123100;0
20161002 193600;1.123120;1.123120;1.123020;1.123080;0
20161002 193700;1.123090;1.123090;1.122770;1.122890;0
20161002 193800;1.122870;1.123100;1.122870;1.123100;0
20161002 193900;1.123090;1.123100;1.123090;1.123100;0
20161002 194000;1.123100;1.123110;1.123100;1.123110;0
20161002 194100;1.123120;1.123170;1.123090;1.123130;0
20161002 194200;1.123140;1.123190;1.123140;1.123190;0
20161002 194300;1.123210;1.123260;1.123210;1.123260;0
20161002 194400;1.123270;1.123310;1.123250;1.123290;0
20161002 194500;1.123300;1.123370;1.123300;1.123340;0
20161002 194600;1.123340;1.123440;1.123340;1.123430;0
20161002 194700;1.123420;1.123430;1.123330;1.123340;0
20161002 194800;1.123350;1.123400;1.123340;1.123390;0
20161002 194900;1.123390;1.123390;1.123340;1.123360;0
20161002 195000;1.123380;1.123380;1.123360;1.123360;0
20161002 195100;1.123370;1.123420;1.123370;1.123410;0
20161002 195200;1.123400;1.123420;1.123170;1.123190;0
20161002 195300;1.123200;1.123300;1.123110;1.123110;0
20161002 195400;1.123120;1.123130;1.123080;1.123080;0
20161002 195500;1.123070;1.123070;1.122970;1.122980;0
20161002 195600;1.122990;1.123100;1.122990;1.123100;0
20161002 195700;1.123140;1.123140;1.123050;1.123100;0
20161002 195800;1.123120;1.123270;1.123120;1.123270;0
20161002 195900;1.123270;1.123300;1.123250;1.123270;0
20161002 200000;1.123300;1.123300;1.123110;1.123130;0
20161002 200100;1.123120;1.123190;1.123110;1.123160;0
20161002 200200;1.123150;1.123190;1.123090;1.123110;0
20161002 200300;1.122970;1.123060;1.122860;1.123040;0
20161002 200400;1.123020;1.123120;1.122990;1.123120;0
20161002 200500;1.123130;1.123130;1.123010;1.123060;0
20161002 200600;1.123070;1.123070;1.122970;1.123010;0
20161002 200700;1.123000;1.123020;1.123000;1.123010;0
20161002 200800;1.123000;1.123000;1.122870;1.122900;0
20161002 200900;1.122900;1.123070;1.122890;1.123070;0
20161002 201000;1.123080;1.123220;1.123010;1.123220;0
20161002 201100;1.123220;1.123270;1.123210;1.123260;0
20161002 201200;1.123270;1.123270;1.123110;1.123120;0
20161002 201300;1.123110;1.123120;1.123090;1.123110;0
20161002 201400;1.123090;1.123090;1.123040;1.123080;0
20161002 201500;1.123090;1.123180;1.123060;1.123150;0
20161002 201600;1.123160;1.123160;1.123060;1.123120;0
20161002 201700;1.123080;1.123080;1.123020;1.123050;0
20161002 201800;1.123070;1.123150;1.123040;1.123150;0
20161002 201900;1.123150;1.123170;1.123080;1.123080;0
20161002 202000;1.123080;1.123180;1.123080;1.123180;0
20161002 202100;1.123170;1.123170;1.123130;1.123130;0
20161002 202200;1.123110;1.123190;1.123090;1.123180;0
20161002 202300;1.123170;1.123170;1.123030;1.123030;0
20161002 202400;1.123050;1.123090;1.123050;1.123050;0
20161002 202500;1.123050;1.123060;1.123040;1.123040;0
20161002 202600;1.123050;1.123050;1.123020;1.123050;0
20161002 202700;1.123060;1.123100;1.123010;1.123010;0
20161002 202800;1.123000;1.123010;1.123000;1.123010;0
20161002 202900;1.123030;1.123040;1.122950;1.122980;0
20161002 203000;1.122980;1.122980;1.122930;1.122930;0
20161002 203100;1.122940;1.122940;1.122900;1.122910;0
20161002 203200;1.122920;1.122960;1.122920;1.122920;0
20161002 203300;1.122900;1.122940;1.122870;1.122910;0
20161002 203400;1.122900;1.122900;1.122820;1.122850;0
20161002 203500;1.122830;1.122830;1.122700;1.122710;0
20161002 203600;1.122690;1.122820;1.122690;1.122820;0
20161002 203700;1.122830;1.122850;1.122720;1.122750;0
20161002 203800;1.122770;1.122790;1.122770;1.122790;0
20161002 203900;1.122800;1.122800;1.122800;1.122800;0
20161002 204000;1.122790;1.122890;1.122790;1.122880;0
20161002 204100;1.122870;1.123030;1.122850;1.123020;0
20161002 204200;1.123030;1.123090;1.122990;1.122990;0
20161002 204300;1.123000;1.123070;1.123000;1.123070;0
20161002 204400;1.123070;1.123120;1.123070;1.123110;0
20161002 204500;1.123100;1.123110;1.123050;1.123060;0
20161002 204600;1.123070;1.123120;1.123070;1.123070;0
20161002 204700;1.123060;1.123070;1.123050;1.123050;0
20161002 204800;1.123050;1.123070;1.122990;1.123070;0
20161002 204900;1.123070;1.123070;1.123000;1.123070;0
20161002 205000;1.123050;1.123110;1.123050;1.123100;0
20161002 205100;1.123100;1.123100;1.123000;1.123000;0
20161002 205200;1.123020;1.123080;1.123000;1.123000;0
20161002 205300;1.123000;1.123000;1.122900;1.122940;0
20161002 205400;1.122950;1.122950;1.122920;1.122950;0
20161002 205500;1.122930;1.123010;1.122800;1.122800;0
20161002 205600;1.122850;1.122860;1.122830;1.122860;0
20161002 205700;1.122860;1.122900;1.122850;1.122860;0
20161002 205800;1.122870;1.122950;1.122870;1.122950;0
20161002 205900;1.122960;1.123070;1.122940;1.123050;0
20161002 210000;1.123070;1.123110;1.123040;1.123100;0
20161002 210100;1.123110;1.123110;1.123000;1.123020;0
20161002 210200;1.123010;1.123030;1.122950;1.122950;0
20161002 210300;1.122950;1.122950;1.122900;1.122930;0
20161002 210400;1.122930;1.123030;1.122900;1.122910;0
20161002 210500;1.122920;1.122980;1.122800;1.122810;0
20161002 210600;1.122810;1.122830;1.122730;1.122760;0
20161002 210700;1.122740;1.122800;1.122700;1.122780;0
20161002 210800;1.122770;1.122770;1.122700;1.122700;0
20161002 210900;1.122690;1.122750;1.122690;1.122750;0
20161002 211000;1.122800;1.122800;1.122700;1.122710;0
20161002 211100;1.122680;1.122710;1.122660;1.122660;0
20161002 211200;1.122660;1.122730;1.122650;1.122710;0
20161002 211300;1.122730;1.122810;1.122730;1.122750;0
20161002 211400;1.122750;1.122760;1.122750;1.122750;0
20161002 211500;1.122760;1.122970;1.122760;1.122950;0
20161002 211600;1.122970;1.122970;1.122900;1.122900;0
20161002 211700;1.122900;1.122900;1.122900;1.122900;0
20161002 211800;1.122900;1.122900;1.122890;1.122890;0
20161002 211900;1.122890;1.122890;1.122890;1.122890;0
20161002 212000;1.122900;1.122940;1.122850;1.122850;0
20161002 212100;1.122890;1.122940;1.122890;1.122940;0
20161002 212200;1.122960;1.122960;1.122950;1.122950;0
20161002 212300;1.122950;1.122960;1.122920;1.122960;0
20161002 212400;1.122950;1.122980;1.122940;1.122950;0
20161002 212500;1.122930;1.122960;1.122880;1.122960;0
20161002 212600;1.122950;1.122950;1.122900;1.122910;0
20161002 212700;1.122910;1.122910;1.122900;1.122900;0
20161002 212800;1.122870;1.123060;1.122870;1.123050;0
20161002 212900;1.123050;1.123050;1.123050;1.123050;0
20161002 213000;1.123050;1.123050;1.123000;1.123000;0
20161002 213100;1.123000;1.123000;1.122650;1.122750;0
20161002 213200;1.122740;1.122770;1.122690;1.122750;0
20161002 213300;1.122760;1.122810;1.122750;1.122760;0
20161002 213400;1.122770;1.122850;1.122770;1.122810;0
20161002 213500;1.122820;1.122920;1.122810;1.122920;0
20161002 213600;1.122950;1.123000;1.122930;1.122950;0
20161002 213700;1.123000;1.123000;1.122870;1.122990;0
20161002 213800;1.123000;1.123050;1.122990;1.123000;0
20161002 213900;1.123020;1.123070;1.123010;1.123050;0
20161002 214000;1.123060;1.123200;1.123060;1.123150;0
20161002 214100;1.123130;1.123150;1.123110;1.123110;0
20161002 214200;1.123120;1.123120;1.123060;1.123100;0
20161002 214300;1.123090;1.123090;1.123010;1.123030;0
20161002 214400;1.123050;1.123100;1.123040;1.123100;0
20161002 214500;1.123100;1.123150;1.123100;1.123150;0
20161002 214600;1.123140;1.123200;1.123140;1.123200;0
20161002 214700;1.123210;1.123400;1.123210;1.123390;0
20161002 214800;1.123390;1.123440;1.123210;1.123210;0
20161002 214900;1.123250;1.123310;1.123250;1.123310;0
20161002 215000;1.123310;1.123390;1.123260;1.123390;0
20161002 215100;1.123400;1.123500;1.123350;1.123420;0
20161002 215200;1.123430;1.123430;1.123350;1.123410;0
20161002 215300;1.123430;1.123480;1.123380;1.123460;0
20161002 215400;1.123420;1.123450;1.123410;1.123450;0
20161002 215500;1.123470;1.123620;1.123470;1.123560;0
20161002 215600;1.123550;1.123640;1.123530;1.123560;0
20161002 215700;1.123560;1.123560;1.123500;1.123520;0
20161002 215800;1.123510;1.123610;1.123500;1.123610;0
20161002 215900;1.123630;1.123680;1.123620;1.123680;0
20161002 220000;1.123670;1.123670;1.123660;1.123660;0
20161002 220100;1.123650;1.123650;1.123600;1.123640;0
20161002 220200;1.123630;1.123670;1.123620;1.123660;0
20161002 220300;1.123660;1.123780;1.123650;1.123770;0
20161002 220400;1.123770;1.123940;1.123770;1.123930;0
20161002 220500;1.123930;1.123990;1.123920;1.123960;0
20161002 220600;1.123980;1.124010;1.123980;1.124000;0
20161002 220700;1.124000;1.124000;1.124000;1.124000;0
20161002 220800;1.123990;1.124030;1.123950;1.124020;0
20161002 220900;1.124020;1.124020;1.123920;1.123920;0
20161002 221000;1.123900;1.123920;1.123870;1.123870;0
20161002 221100;1.123870;1.123950;1.123870;1.123950;0
20161002 221200;1.123930;1.123960;1.123910;1.123930;0
20161002 221300;1.123950;1.124100;1.123950;1.124020;0
20161002 221400;1.124020;1.124050;1.123970;1.124050;0
20161002 221500;1.124040;1.124040;1.123900;1.123900;0
20161002 221600;1.123910;1.123960;1.123880;1.123910;0
20161002 221700;1.123910;1.123950;1.123890;1.123900;0
20161002 221800;1.123910;1.123930;1.123900;1.123910;0
20161002 221900;1.123930;1.123970;1.123930;1.123970;0
20161002 222000;1.123960;1.123980;1.123900;1.123900;0
20161002 222100;1.123900;1.123900;1.123820;1.123820;0
20161002 222200;1.123800;1.123820;1.123770;1.123810;0
20161002 222300;1.123800;1.123800;1.123780;1.123800;0
20161002 222400;1.123790;1.123790;1.123700;1.123700;0
20161002 222500;1.123700;1.123700;1.123540;1.123550;0
20161002 222600;1.123570;1.123600;1.123200;1.123200;0
20161002 222700;1.123210;1.123270;1.123150;1.123150;0
20161002 222800;1.123150;1.123220;1.123090;1.123220;0
20161002 222900;1.123230;1.123560;1.123220;1.123530;0
20161002 223000;1.123530;1.123600;1.123360;1.123360;0
20161002 223100;1.123340;1.123370;1.123310;1.123360;0
20161002 223200;1.123360;1.123360;1.123150;1.123150;0
20161002 223300;1.123170;1.123170;1.123050;1.123060;0
20161002 223400;1.123080;1.123110;1.122990;1.123020;0
20161002 223500;1.123010;1.123060;1.122980;1.123020;0
20161002 223600;1.123050;1.123110;1.123050;1.123110;0
20161002 223700;1.123110;1.123110;1.123020;1.123040;0
20161002 223800;1.123040;1.123100;1.123040;1.123090;0
20161002 223900;1.123100;1.123110;1.123100;1.123110;0
20161002 224000;1.123110;1.123160;1.123090;1.123160;0
20161002 224100;1.123170;1.123250;1.123170;1.123240;0
20161002 224200;1.123240;1.123320;1.123230;1.123320;0
20161002 224300;1.123310;1.123390;1.123310;1.123390;0
20161002 224400;1.123370;1.123400;1.123350;1.123350;0
20161002 224500;1.123360;1.123360;1.123190;1.123220;0
20161002 224600;1.123220;1.123240;1.123160;1.123160;0
20161002 224700;1.123140;1.123140;1.123050;1.123050;0
20161002 224800;1.123030;1.123070;1.123020;1.123070;0
20161002 224900;1.123080;1.123100;1.123020;1.123030;0
20161002 225000;1.123040;1.123100;1.123040;1.123070;0
20161002 225100;1.123060;1.123060;1.122990;1.122990;0
20161002 225200;1.122980;1.123010;1.122970;1.123000;0
20161002 225300;1.123010;1.123020;1.123000;1.123010;0
20161002 225400;1.122990;1.123010;1.122980;1.123000;0
20161002 225500;1.123010;1.123010;1.123000;1.123000;0
20161002 225600;1.123000;1.123010;1.122970;1.123000;0
20161002 225700;1.123010;1.123050;1.122990;1.122990;0
20161002 225800;1.123000;1.123000;1.122970;1.122990;0
20161002 225900;1.122990;1.123150;1.122990;1.123150;0
20161002 230000;1.123160;1.123170;1.123110;1.123130;0
20161002 230100;1.123150;1.123150;1.123150;1.123150;0
20161002 230200;1.123150;1.123160;1.123150;1.123160;0
20161002 230300;1.123170;1.123220;1.123170;1.123220;0
20161002 230400;1.123230;1.123370;1.123230;1.123330;0
20161002 230500;1.123310;1.123310;1.123250;1.123310;0
20161002 230600;1.123310;1.123310;1.123310;1.123310;0
20161002 230700;1.123310;1.123310;1.123270;1.123270;0
20161002 230800;1.123300;1.123360;1.123260;1.123260;0
20161002 230900;1.123280;1.123420;1.123280;1.123420;0
20161002 231000;1.123420;1.123550;1.123350;1.123420;0
20161002 231100;1.123420;1.123430;1.123400;1.123430;0
20161002 231200;1.123420;1.123440;1.123320;1.123320;0
20161002 231300;1.123320;1.123370;1.123260;1.123330;0
20161002 231400;1.123320;1.123330;1.123320;1.123320;0
20161002 231500;1.123310;1.123310;1.123260;1.123270;0
20161002 231600;1.123270;1.123290;1.123260;1.123260;0
20161002 231700;1.123240;1.123240;1.123150;1.123210;0
20161002 231800;1.123230;1.123270;1.123230;1.123270;0
20161002 231900;1.123270;1.123270;1.123180;1.123180;0
20161002 232000;1.123210;1.123220;1.123210;1.123210;0
20161002 232100;1.123230;1.123260;1.123230;1.123250;0
20161002 232200;1.123240;1.123270;1.123230;1.123260;0
20161002 232300;1.123250;1.123270;1.123250;1.123260;0
20161002 232400;1.123290;1.123410;1.123290;1.123370;0
20161002 232500;1.123370;1.123380;1.123340;1.123360;0
20161002 232600;1.123370;1.123380;1.123360;1.123360;0
20161002 232700;1.123380;1.123380;1.123340;1.123380;0
20161002 232800;1.123380;1.123380;1.123270;1.123270;0
20161002 232900;1.123310;1.123320;1.123310;1.123320;0
20161002 233000;1.123310;1.123330;1.123310;1.123320;0
20161002 233100;1.123340;1.123380;1.123320;1.123380;0
20161002 233200;1.123370;1.123380;1.123370;1.123370;0
20161002 233300;1.123380;1.123390;1.123360;1.123380;0
20161002 233400;1.123400;1.123430;1.123380;1.123430;0
20161002 233500;1.123430;1.123430;1.123420;1.123430;0
20161002 233600;1.123420;1.123430;1.123420;1.123430;0
20161002 233700;1.123470;1.123480;1.123380;1.123380;0
20161002 233800;1.123370;1.123370;1.123320;1.123320;0
20161002 233900;1.123310;1.123330;1.123280;1.123320;0
20161002 234000;1.123310;1.123320;1.123280;1.123320;0
20161002 234100;1.123340;1.123340;1.123290;1.123290;0
20161002 234200;1.123300;1.123330;1.123290;1.123330;0
20161002 234300;1.123320;1.123340;1.123320;1.123330;0
20161002 234400;1.123320;1.123320;1.123280;1.123300;0
20161002 234500;1.123280;1.123340;1.123280;1.123340;0
20161002 234600;1.123340;1.123340;1.123340;1.123340;0
20161002 234700;1.123340;1.123430;1.123340;1.123430;0
20161002 234800;1.123450;1.123480;1.123450;1.123470;0
20161002 234900;1.123460;1.123460;1.123370;1.123370;0
20161002 235000;1.123390;1.123410;1.123330;1.123330;0
20161002 235100;1.123340;1.123340;1.123290;1.123290;0
20161002 235200;1.123270;1.123280;1.123240;1.123280;0
20161002 235300;1.123260;1.123290;1.123260;1.123290;0
20161002 235400;1.123300;1.123300;1.123280;1.123290;0
20161002 235500;1.123280;1.123290;1.123240;1.123290;0
20161002 235600;1.123280;1.123280;1.123280;1.123280;0
20161002 235700;1.123270;1.123290;1.123260;1.123280;0
20161002 235800;1.123290;1.123290;1.123260;1.123280;0
20161002 235900;1.123280;1.123380;1.123270;1.123380;0
20161003 000000;1.123370;1.123430;1.123370;1.123410;0
20161003 000100;1.123400;1.123430;1.123400;1.123420;0
20161003 000200;1.123430;1.123430;1.123360;1.123370;0
20161003 000300;1.123360;1.123360;1.123270;1.123280;0
20161003 000400;1.123270;1.123280;1.123260;1.123260;0
20161003 000500;1.123270;1.123290;1.123180;1.123190;0
20161003 000600;1.123180;1.123220;1.123170;1.123200;0
20161003 000700;1.123190;1.123250;1.123180;1.123230;0
20161003 000800;1.123230;1.123250;1.123230;1.123230;0
20161003 000900;1.123240;1.123330;1.123240;1.123330;0
20161003 001000;1.123360;1.123380;1.123310;1.123380;0
20161003 001100;1.123380;1.123440;1.123330;1.123420;0
20161003 001200;1.123420;1.123420;1.123420;1.123420;0
20161003 001300;1.123420;1.123440;1.123380;1.123430;0
20161003 001400;1.123440;1.123440;1.123380;1.123390;0
20161003 001500;1.123420;1.123430;1.123410;1.123430;0
20161003 001600;1.123420;1.123420;1.123380;1.123420;0
20161003 001700;1.123410;1.123420;1.123410;1.123420;0
20161003 001800;1.123420;1.123420;1.123410;1.123420;0
20161003 001900;1.123420;1.123420;1.123420;1.123420;0
20161003 002000;1.123420;1.123420;1.123170;1.123230;0
20161003 002100;1.123240;1.123240;1.123220;1.123220;0
20161003 002200;1.123230;1.123270;1.123230;1.123270;0
20161003 002300;1.123270;1.123270;1.123200;1.123230;0
20161003 002400;1.123220;1.123220;1.123220;1.123220;0
20161003 002500;1.123230;1.123230;1.123220;1.123230;0
20161003 002600;1.123230;1.123230;1.123230;1.123230;0
20161003 002700;1.123220;1.123290;1.123210;1.123280;0
20161003 002800;1.123280;1.123290;1.123230;1.123290;0
20161003 002900;1.123290;1.123330;1.123290;1.123330;0
20161003 003000;1.123320;1.123330;1.123320;1.123330;0
20161003 003100;1.123320;1.123330;1.123220;1.123220;0
20161003 003200;1.123230;1.123230;1.123200;1.123220;0
20161003 003300;1.123220;1.123250;1.123210;1.123220;0
20161003 003400;1.123210;1.123240;1.123210;1.123220;0
20161003 003500;1.123240;1.123240;1.123220;1.123240;0
20161003 003600;1.123240;1.123240;1.123230;1.123230;0
20161003 003700;1.123240;1.123240;1.123240;1.123240;0
20161003 003800;1.123220;1.123240;1.123220;1.123240;0
20161003 003900;1.123230;1.123260;1.123230;1.123240;0
20161003 004000;1.123260;1.123280;1.123230;1.123280;0
20161003 004100;1.123280;1.123340;1.123280;1.123340;0
20161003 004200;1.123330;1.123360;1.123330;1.123330;0
20161003 004300;1.123340;1.123350;1.123330;1.123330;0
20161003 004400;1.123340;1.123350;1.123320;1.123320;0
20161003 004500;1.123320;1.123360;1.123320;1.123340;0
20161003 004600;1.123340;1.123510;1.123340;1.123490;0
20161003 004700;1.123470;1.123480;1.123420;1.123420;0
20161003 004800;1.123380;1.123380;1.123380;1.123380;0
20161003 004900;1.123360;1.123370;1.123360;1.123370;0
20161003 005000;1.123340;1.123380;1.123340;1.123380;0
20161003 005100;1.123370;1.123380;1.123360;1.123370;0
20161003 005200;1.123380;1.123390;1.123350;1.123350;0
20161003 005300;1.123340;1.123380;1.123340;1.123370;0
20161003 005400;1.123380;1.123390;1.123350;1.123390;0
20161003 005500;1.123370;1.123380;1.123290;1.123290;0
20161003 005600;1.123320;1.123320;1.123290;1.123300;0
20161003 005700;1.123300;1.123320;1.123300;1.123300;0
20161003 005800;1.123270;1.123400;1.123240;1.123400;0
20161003 005900;1.123400;1.123400;1.123350;1.123390;0
20161003 010000;1.123430;1.123540;1.123430;1.123440;0
20161003 010100;1.123450;1.123550;1.123440;1.123480;0
